SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
507474,KOTHARI FERM,X ,Q,51.90,53.45,51.30,51.95,52.00,51.85,79,9661,506075.00,
507486,CAPROLA.CHEM,XT,Q,33.90,33.90,30.70,31.25,33.90,32.30,19,2185,70296.00,
507488,G.M.BREWERI ,B ,Q,422.60,422.60,410.90,412.60,412.00,414.30,77,471,195883.00,
507490,RANA SUGARS ,B ,Q,9.76,10.30,9.70,9.77,9.77,9.70,396,193548,1934062.00,
507498,PICCADILY SU,X ,Q,4.77,5.10,4.77,4.82,4.77,4.95,25,6171,30197.00,
507508,RIGA SUGAR  ,X ,Q,3.90,3.90,3.75,3.75,3.75,3.75,3,245,933.00,
507514,SOM DISTILL.,B ,Q,33.00,34.00,32.60,32.85,32.75,33.05,135,11878,396843.00,
507515,CJ GELATIN  ,XT,Q,14.25,14.25,14.25,14.25,14.25,14.22,2,25,356.00,
507525,AMRIT CORP  ,X ,Q,691.00,691.00,691.00,691.00,691.00,690.00,1,1,691.00,
507526,ASSO.ALCOHOL,B ,Q,442.70,442.70,415.50,419.35,423.00,421.95,1296,60461,25514222.00,
507552,FOODS & INNS,X ,Q,54.25,56.00,52.75,54.35,54.35,53.15,437,50619,2783719.00,
507580,IVP LIMITED ,T ,Q,103.00,103.00,97.85,97.85,97.85,103.00,20,1353,132396.00,
507598,KLRFM       ,X ,Q,48.00,48.00,44.55,45.60,45.60,45.30,34,2244,105505.00,
507621,MILKFOOD    ,X ,Q,333.00,333.00,320.00,324.40,320.00,325.20,45,455,148269.00,
507645,POLSON LTD. ,X ,Q,8810.00,8810.00,8652.00,8716.65,8652.00,8809.10,19,26,227810.00,
507685,WIPRO LTD.  ,A ,Q,405.00,419.90,405.00,417.90,417.90,403.85,7134,332960,137543836.00,
507690,ORIENT BEVER,X ,Q,70.95,70.95,65.65,68.55,69.00,68.90,13,574,39184.00,
507717,DHAN AGRI   ,A ,Q,682.20,683.55,675.00,678.15,680.95,687.95,279,2452,1665573.00,
507747,TTK HEALTHCA,B ,Q,490.00,518.00,487.50,493.30,492.45,489.65,59,1343,660065.00,
507753,TGVSL       ,X ,Q,24.90,24.95,24.30,24.40,24.75,24.35,209,106982,2623865.00,
507759,LIME CHEM.  ,X ,Q,16.50,17.95,16.50,16.60,17.80,17.15,7,2631,43711.00,
507779,KANPUR PLAST,B ,Q,159.60,159.60,142.50,146.15,145.90,136.15,1494,12574,1825790.00,
507785,TAINWALA CH.,B ,Q,60.60,60.60,58.00,58.10,58.10,58.50,32,712,41423.00,
507789,JAGSON PHAR ,B ,Q,81.15,84.75,78.70,80.00,80.00,79.55,1373,191318,15695762.00,
507794,KHAITAN CHEM,B ,Q,22.00,22.00,21.10,21.50,21.45,20.90,206,36693,793414.00,
507813,NATI. OXYGEN,X ,Q,35.70,35.70,35.70,35.70,35.70,34.00,4,354,12637.00,
